Transaction_ID,Date,Customer_ID,Account_Type,Transaction_Type,Transaction_Amount,Balance_After_Transaction,Interest_Accrued,Fee_Charged,Region,Customer_Satisfaction
INV11407,2022-02-28 15:00:00,CUST1081,Credit,,49247.67,64660.63,292.08,280.34,South,4
INV12164,2022-04-01 04:00:00,CUST1034,Savings,Withdrawal,40872.45,12064.72,341.68,269.47,East,
INV11120,2022-02-16 16:00:00,CUST1092,Credit,Deposit,10381.4,4472.21,444.88,230.7,North,5
INV12805,2022-04-27 21:00:00,CUST1044,Credit,Withdrawal,24537.47,34236.8,304.87,243.82,West,5
INV12091,2022-03-29 03:00:00,CUST1027,Checking,Fee,10947.53,16122.37,160.51,32.36,East,1
INV12457,2022-04-13 09:00:00,CUST1096,,Withdrawal,38534.42,61514.26,403.83,120.54,North,2
INV11317,2022-02-24 21:00:00,CUST1000,Savings,Fee,39696.84,41858.03,488.99,152.96,West,4
INV10112,2022-01-05 16:00:00,CUST1000,Investment,Interest,6230.47,39860.84,287.83,259.61,,4
INV11501,2022-03-04 13:00:00,CUST1038,Savings,,34435.37,5343.97,138.59,12.13,,
INV11059,2022-02-14 03:00:00,CUST1025,Credit,Fee,11498.02,27073.2,121.97,121.42,West,1
INV12757,2022-04-25 21:00:00,CUST1098,,Withdrawal,8443.4,85931.32,319.44,279.26,North,2
INV10591,2022-01-25 15:00:00,CUST1063,Investment,Fee,35697.91,4749.5,289.44,79.79,,1
INV12044,2022-03-27 04:00:00,CUST1049,Investment,Deposit,36835.23,51776.95,166.29,291.65,West,4
INV11748,2022-03-14 20:00:00,CUST1037,,,31939.92,28003.88,444.18,96.85,North,3
INV10536,2022-01-23 08:00:00,CUST1068,Savings,Fee,41662.15,92621.65,482.11,86.93,South,
INV10497,2022-01-21 17:00:00,CUST1021,Savings,Deposit,3572.2,89734.61,182.03,168.2,East,1
INV10780,2022-02-02 12:00:00,CUST1068,Credit,Deposit,30183.25,50997.33,296.03,128.68,North,3
INV12403,2022-04-11 03:00:00,CUST1006,Checking,Interest,27535.16,83749.01,320.31,201.46,North,5
INV11238,2022-02-21 14:00:00,CUST1071,Credit,,39238.32,3359.16,272.62,49.67,West,3
INV12196,2022-04-02 12:00:00,CUST1036,Savings,Deposit,1402.21,72214.24,312.41,15.94,,
INV11718,2022-03-13 14:00:00,CUST1002,Savings,Withdrawal,24865.15,96299.1,346.68,136.64,,
INV12351,2022-04-08 23:00:00,CUST1024,Checking,Interest,13813.17,40199.57,468.96,192.22,,1
INV11659,2022-03-11 03:00:00,CUST1036,,Deposit,23446.26,27340.44,146.79,101.26,West,
INV10481,2022-01-21 01:00:00,CUST1022,Savings,Deposit,11235.73,98582.1,38.11,87.75,East,2
INV12133,2022-03-30 21:00:00,CUST1017,Investment,,32634.14,92478.43,90.91,282.39,North,2
INV11302,2022-02-24 06:00:00,CUST1025,Checking,Deposit,13607.41,89213.81,262.89,230.32,,3
INV12219,2022-04-03 11:00:00,CUST1068,Credit,,7386.12,37991.95,201.14,42.95,,
INV10419,2022-01-18 11:00:00,CUST1006,Savings,,263.89,48696.02,33.13,46.16,West,
INV12262,2022-04-05 06:00:00,CUST1029,Savings,Interest,34371.75,69558.36,426.42,201.15,South,2
INV10438,2022-01-19 06:00:00,CUST1050,Investment,Withdrawal,41025.25,49044.18,276.67,295.47,North,4
INV12475,2022-04-14 03:00:00,CUST1010,Credit,Deposit,23495.26,18973.61,55.77,212.87,,1
INV11230,2022-02-21 06:00:00,CUST1096,Checking,Fee,48441.13,82593.27,157.6,171.17,South,3
INV11530,2022-03-05 18:00:00,CUST1024,Checking,Withdrawal,18002.1,31805.5,157.54,179.16,East,5
INV10635,2022-01-27 11:00:00,CUST1024,Checking,Deposit,32291.51,20204.91,422.89,121.17,South,3
INV11950,2022-03-23 06:00:00,CUST1063,Checking,Withdrawal,663.7,30610.51,17.17,52.93,,5
INV11694,2022-03-12 14:00:00,CUST1053,Checking,,26169.39,29764.82,13.49,197.51,East,
INV12519,2022-04-15 23:00:00,CUST1026,Savings,Interest,39877.9,3387.46,269.79,92.79,East,1
INV11321,2022-02-25 01:00:00,CUST1086,Checking,,13459.92,63082.78,252.83,23.44,East,
INV11307,2022-02-24 11:00:00,CUST1080,Savings,Fee,29461.93,7260.77,439.17,116.38,East,3
INV12404,2022-04-11 04:00:00,CUST1094,Investment,Fee,12536.57,87776.12,401.09,38.97,South,
INV11051,2022-02-13 19:00:00,CUST1074,Credit,Deposit,39398.67,11848.2,485.91,274.18,South,
INV12054,2022-03-27 14:00:00,CUST1005,Investment,Deposit,45381.74,51480.66,220.52,206.13,East,2
INV10916,2022-02-08 04:00:00,CUST1031,Credit,Fee,26370.71,40575.25,11.07,56.03,North,
INV11058,2022-02-14 02:00:00,CUST1069,Investment,Deposit,46187.92,88885.77,324.21,16.7,North,3
INV12529,2022-04-16 09:00:00,CUST1085,,,11856.65,88002.55,463.07,253.44,East,5
INV10893,2022-02-07 05:00:00,CUST1033,Checking,Withdrawal,40289.29,30703.82,488.69,219.81,East,
INV10973,2022-02-10 13:00:00,CUST1002,Investment,Deposit,35952.35,30925.79,19.22,18.33,East,
INV10341,2022-01-15 05:00:00,CUST1085,Credit,Withdrawal,22761.66,18854.03,65.36,166.72,,3
INV10156,2022-01-07 12:00:00,CUST1076,,Deposit,36644.59,71247.6,419.13,91.08,South,3
INV12357,2022-04-09 05:00:00,CUST1078,Checking,Deposit,5353.2,24665.2,186.76,118.23,South,1
INV12494,2022-04-14 22:00:00,CUST1059,Credit,Deposit,12086.83,71855.46,264.79,125.11,North,2
INV12908,2022-05-02 04:00:00,CUST1007,Investment,Fee,19359.49,42023.42,126.48,20.63,,5
INV11682,2022-03-12 02:00:00,CUST1061,Investment,Deposit,13780.14,26994.08,168.71,61.85,,1
INV11992,2022-03-25 00:00:00,CUST1040,Investment,Deposit,33706.18,7071.6,380.95,55.72,East,3
INV10995,2022-02-11 11:00:00,CUST1009,Credit,,16341.18,31743.04,41.69,100.08,,1
INV11276,2022-02-23 04:00:00,CUST1024,Investment,Fee,45665.85,68926.68,324.21,69.05,North,3
INV11795,2022-03-16 19:00:00,CUST1026,,Fee,44204.92,453.31,88.38,201.15,,3
INV10446,2022-01-19 14:00:00,CUST1085,Savings,Deposit,43228.42,82823.15,109.58,290.22,East,2
INV12778,2022-04-26 18:00:00,CUST1063,Credit,Deposit,41601.18,62145.3,390.5,188.59,North,5
INV11272,2022-02-23 00:00:00,CUST1025,Credit,Deposit,14890.71,57179.26,25.96,69.05,South,1
INV11661,2022-03-11 05:00:00,CUST1047,,,13874.56,88309.25,6.43,157.74,,2
INV12341,2022-04-08 13:00:00,CUST1002,Savings,Fee,47082.24,40497.03,438.37,201.26,South,3
INV11013,2022-02-12 05:00:00,CUST1058,Investment,Withdrawal,23139.76,98092.57,359.17,205.87,West,1
INV11701,2022-03-12 21:00:00,CUST1005,,Fee,15916.19,58093.88,209.3,247.63,,3
INV12161,2022-04-01 01:00:00,CUST1088,,,39673.89,88655.86,130.14,180.34,East,2
INV11403,2022-02-28 11:00:00,CUST1018,Credit,Withdrawal,29751.72,94994.91,39.37,182.24,North,
INV10549,2022-01-23 21:00:00,CUST1034,Investment,Interest,37245.82,8934.91,485.91,203.2,,3
INV11842,2022-03-18 18:00:00,CUST1093,Savings,Deposit,14417.25,49086.01,459.81,156.68,South,2
INV11642,2022-03-10 10:00:00,CUST1015,,,23528.96,96800.15,332.0,293.35,,2
INV10773,2022-02-02 05:00:00,CUST1091,Credit,,44189.26,53407.15,51.11,279.47,North,2
INV11576,2022-03-07 16:00:00,CUST1022,Checking,,39228.98,47561.76,338.19,239.03,,4
INV12334,2022-04-08 06:00:00,CUST1098,,Interest,46378.79,10907.8,496.51,265.25,West,2
INV10627,2022-01-27 03:00:00,CUST1077,,,17496.67,45601.57,69.85,295.64,East,2
INV12258,2022-04-05 02:00:00,CUST1054,Checking,,13273.0,84169.69,142.48,282.51,North,3
INV11266,2022-02-22 18:00:00,CUST1072,,Interest,37691.49,56155.86,140.77,278.62,,1
INV12454,2022-04-13 06:00:00,CUST1018,Checking,,13302.1,10524.23,411.49,194.9,North,1
INV11799,2022-03-16 23:00:00,CUST1004,Savings,,7434.39,17493.51,279.23,144.62,East,4
INV11334,2022-02-25 14:00:00,CUST1039,Credit,Withdrawal,21957.68,76772.83,149.96,107.93,,5
INV12548,2022-04-17 04:00:00,CUST1030,Checking,Interest,8941.35,74071.27,268.6,283.86,West,
INV11797,2022-03-16 21:00:00,CUST1059,Checking,Fee,42861.08,36208.96,393.15,98.78,East,2
INV11434,2022-03-01 18:00:00,CUST1086,Checking,Withdrawal,12087.71,81248.38,43.61,288.37,South,5
INV10469,2022-01-20 13:00:00,CUST1012,Savings,Deposit,23905.2,33375.25,193.95,96.85,West,
INV11083,2022-02-15 03:00:00,CUST1009,,,9337.06,69950.95,442.21,90.21,South,2
INV10382,2022-01-16 22:00:00,CUST1062,Credit,Fee,32714.96,30328.96,77.11,154.59,North,4
INV10678,2022-01-29 06:00:00,CUST1016,Investment,Withdrawal,28004.08,94902.84,484.69,66.32,South,2
INV12621,2022-04-20 05:00:00,CUST1066,Credit,Fee,8717.47,40940.51,445.9,85.37,,5
INV11946,2022-03-23 02:00:00,CUST1049,Savings,Deposit,419.83,89191.31,435.94,281.53,West,
INV12610,2022-04-19 18:00:00,CUST1048,Credit,,48868.68,27332.17,209.67,127.94,,1
INV11700,2022-03-12 20:00:00,CUST1002,,Fee,44387.34,68339.71,396.66,87.71,South,3
INV11743,2022-03-14 15:00:00,CUST1010,Checking,Deposit,10196.76,56139.55,472.78,62.32,South,3
INV10065,2022-01-03 17:00:00,CUST1046,,Interest,21311.86,90608.32,251.41,261.28,West,5
INV12293,2022-04-06 13:00:00,CUST1088,Savings,Withdrawal,5926.52,79178.35,395.08,27.34,South,1
INV12244,2022-04-04 12:00:00,CUST1051,Savings,Withdrawal,39249.93,4641.92,306.62,170.51,,5
INV10001,2022-01-01 01:00:00,CUST1092,Checking,Deposit,35270.76,73416.15,182.08,71.71,East,2
INV11975,2022-03-24 07:00:00,CUST1010,Credit,Withdrawal,1233.77,17404.52,0.12,282.39,,
INV10144,2022-01-07 00:00:00,CUST1077,Savings,Fee,18520.95,40092.12,106.57,92.51,,
INV12266,2022-04-05 10:00:00,CUST1007,Checking,,38684.63,10419.02,19.4,297.12,West,5
INV12085,2022-03-28 21:00:00,CUST1021,Investment,Interest,24638.79,29127.29,199.47,90.19,West,2
INV10185,2022-01-08 17:00:00,CUST1029,Investment,Interest,34031.54,41489.4,450.74,36.72,East,5
INV12656,2022-04-21 16:00:00,CUST1012,Checking,Deposit,43145.34,95151.22,157.6,62.1,South,4
INV12062,2022-03-27 22:00:00,CUST1074,Checking,Deposit,13935.61,16093.6,8.57,268.77,West,1
INV11426,2022-03-01 10:00:00,CUST1043,Savings,,20144.78,11728.64,168.78,130.75,West,1
INV12482,2022-04-14 10:00:00,CUST1001,Investment,Interest,7660.6,48005.1,325.16,199.11,South,5
INV12765,2022-04-26 05:00:00,CUST1067,Investment,,33553.06,38859.85,357.6,60.57,East,1
INV11422,2022-03-01 06:00:00,CUST1093,Savings,Fee,34550.66,66098.72,276.85,37.46,,1
INV10404,2022-01-17 20:00:00,CUST1016,,Interest,5672.35,1151.55,177.48,29.07,East,4
INV11990,2022-03-24 22:00:00,CUST1088,Investment,,45299.62,38273.27,326.36,224.63,North,3
INV10640,2022-01-27 16:00:00,CUST1022,,Deposit,33942.62,62300.34,187.42,201.4,South,5
INV11905,2022-03-21 09:00:00,CUST1066,,Fee,42227.63,81931.11,19.4,205.97,South,3
INV10766,2022-02-01 22:00:00,CUST1026,Credit,Fee,36276.65,25308.17,19.56,224.88,South,
INV12045,2022-03-27 05:00:00,CUST1091,,Interest,5687.09,7532.32,441.27,123.06,South,4
INV10521,2022-01-22 17:00:00,CUST1099,Savings,Interest,34797.12,34770.0,196.25,155.15,North,3
INV10541,2022-01-23 13:00:00,CUST1001,,,49106.94,89462.87,63.17,49.57,South,1
INV11247,2022-02-21 23:00:00,CUST1085,Investment,Deposit,49095.45,89715.03,479.66,280.38,,2
INV10010,2022-01-01 10:00:00,CUST1087,Credit,,39331.31,33748.23,354.2,244.41,West,5
INV12235,2022-04-04 03:00:00,CUST1055,Checking,Deposit,19934.31,68420.01,271.64,107.52,,3
INV12441,2022-04-12 17:00:00,CUST1025,Credit,Deposit,10530.98,51991.03,91.71,226.55,,
INV11645,2022-03-10 13:00:00,CUST1029,,Interest,42166.72,36150.57,151.77,276.55,West,4
INV12188,2022-04-02 04:00:00,CUST1007,Credit,,18184.27,40260.65,271.28,27.37,West,2
INV10014,2022-01-01 14:00:00,CUST1021,Investment,Interest,23710.36,45811.13,247.14,56.26,South,1
INV10332,2022-01-14 20:00:00,CUST1019,Investment,Withdrawal,39766.44,2642.17,178.15,151.82,East,3
INV10632,2022-01-27 08:00:00,CUST1068,Credit,Fee,33779.86,902.38,496.89,164.46,South,3
INV11250,2022-02-22 02:00:00,CUST1000,Checking,,1317.66,17438.71,471.48,283.01,West,
INV11034,2022-02-13 02:00:00,CUST1035,Checking,Interest,6439.92,26223.14,216.29,57.74,North,5
INV10463,2022-01-20 07:00:00,CUST1046,Credit,Interest,19894.69,44021.61,275.45,233.06,West,3
INV12230,2022-04-03 22:00:00,CUST1049,Checking,Fee,10763.88,17421.59,154.62,99.3,South,3
INV11538,2022-03-06 02:00:00,CUST1011,Savings,Interest,12367.78,208.59,63.06,213.87,,4
INV11176,2022-02-19 00:00:00,CUST1056,Credit,Fee,13769.05,69097.73,415.92,251.96,South,3
INV11509,2022-03-04 21:00:00,CUST1055,Checking,Fee,8421.34,27187.92,36.45,236.44,South,3
INV11962,2022-03-23 18:00:00,CUST1070,Credit,Interest,7428.6,57913.93,436.23,147.35,South,
INV11067,2022-02-14 11:00:00,CUST1000,Checking,,31926.37,31822.81,270.43,19.5,North,5
INV10896,2022-02-07 08:00:00,CUST1065,Savings,,44411.58,25714.92,438.92,31.72,South,4
INV11864,2022-03-19 16:00:00,CUST1063,Investment,Deposit,10798.05,49602.91,372.08,126.69,,1
INV10345,2022-01-15 09:00:00,CUST1050,Credit,Interest,768.56,72803.63,195.21,56.48,,3
INV10879,2022-02-06 15:00:00,CUST1029,Credit,,44348.24,1885.57,378.3,118.66,West,3
INV11607,2022-03-08 23:00:00,CUST1042,,,27181.55,68479.06,142.79,68.17,South,4
INV10368,2022-01-16 08:00:00,CUST1029,Credit,,14890.96,76716.2,284.95,161.79,,
INV12213,2022-04-03 05:00:00,CUST1025,,Deposit,17851.43,59401.96,337.81,88.76,West,5
INV10361,2022-01-16 01:00:00,CUST1003,Checking,Withdrawal,46058.93,63339.59,98.29,85.33,West,4
INV10417,2022-01-18 09:00:00,CUST1012,Savings,Deposit,26362.09,44068.76,33.33,180.17,North,3
INV10002,2022-01-01 02:00:00,CUST1014,Investment,,12189.49,7450.77,441.13,257.01,North,5
INV10003,2022-01-01 03:00:00,CUST1071,Investment,Fee,23435.4,62948.45,269.6,133.58,South,3
INV12035,2022-03-26 19:00:00,CUST1008,,Interest,37398.7,3764.73,320.72,16.1,South,
INV12299,2022-04-06 19:00:00,CUST1074,Investment,Withdrawal,4514.78,26417.93,378.3,231.41,,2
INV10530,2022-01-23 02:00:00,CUST1094,Investment,Fee,2809.56,13063.25,364.18,261.34,,5
INV12724,2022-04-24 12:00:00,CUST1061,Investment,Interest,22820.83,26596.23,184.8,282.29,West,4
INV10792,2022-02-03 00:00:00,CUST1048,Investment,Fee,44187.83,63992.25,334.88,83.87,West,4
INV10257,2022-01-11 17:00:00,CUST1092,Checking,Interest,32134.97,93255.93,87.22,4.29,North,3
INV11015,2022-02-12 07:00:00,CUST1032,Savings,Fee,8990.47,2599.01,342.4,40.1,East,4
INV10058,2022-01-03 10:00:00,CUST1001,Credit,Fee,30174.18,68163.19,72.93,201.18,South,4
INV12198,2022-04-02 14:00:00,CUST1075,Investment,Interest,985.93,61616.05,128.31,99.3,North,4
INV11130,2022-02-17 02:00:00,CUST1082,Checking,Deposit,11431.29,13319.82,15.64,184.08,North,1
INV11830,2022-03-18 06:00:00,CUST1034,Investment,Interest,40794.6,61318.78,249.11,97.79,North,5
INV12844,2022-04-29 12:00:00,CUST1037,Investment,Fee,44087.31,75617.14,169.05,48.08,West,
INV12975,2022-05-04 23:00:00,CUST1057,Credit,Withdrawal,5478.9,22838.3,376.4,13.15,East,
INV11773,2022-03-15 21:00:00,CUST1039,Credit,Fee,46713.32,94329.1,85.12,277.42,East,3
INV10421,2022-01-18 13:00:00,CUST1035,Investment,Fee,9880.47,82755.68,242.13,211.28,,2
INV12837,2022-04-29 05:00:00,CUST1004,Savings,,15505.91,11557.46,198.76,44.16,,1
INV11169,2022-02-18 17:00:00,CUST1028,Savings,Withdrawal,24712.94,59339.55,23.96,130.88,West,
INV10706,2022-01-30 10:00:00,CUST1002,,Withdrawal,9408.91,48029.16,93.42,30.1,South,
INV10142,2022-01-06 22:00:00,CUST1098,,Withdrawal,49603.82,33663.43,215.1,286.92,West,5
INV11286,2022-02-23 14:00:00,CUST1016,Credit,Fee,17273.75,54697.59,38.17,69.99,North,4
INV10470,2022-01-20 14:00:00,CUST1029,Savings,Withdrawal,23573.61,14837.63,416.7,237.75,South,
INV12709,2022-04-23 21:00:00,CUST1079,Checking,Deposit,1526.66,57098.95,211.53,298.95,West,3
INV11809,2022-03-17 09:00:00,CUST1038,,Deposit,24384.2,36853.5,460.93,51.19,East,4
INV10140,2022-01-06 20:00:00,CUST1034,Credit,Interest,25413.36,86948.35,422.21,171.38,East,3
INV11499,2022-03-04 11:00:00,CUST1035,Investment,Deposit,18356.24,29459.62,16.8,85.33,South,4
INV11371,2022-02-27 03:00:00,CUST1058,Credit,Withdrawal,20794.56,76966.72,223.02,97.44,East,2
INV12626,2022-04-20 10:00:00,CUST1072,Investment,Interest,44211.53,84602.1,215.06,3.65,,
INV12186,2022-04-02 02:00:00,CUST1004,Savings,Fee,16932.95,52721.88,454.59,215.18,East,1
INV12824,2022-04-28 16:00:00,CUST1019,Investment,Deposit,3470.81,88933.74,443.31,113.45,West,4
INV12739,2022-04-25 03:00:00,CUST1078,Checking,Withdrawal,3636.63,56019.87,298.32,211.5,,4
INV12423,2022-04-11 23:00:00,CUST1044,Savings,Deposit,18000.53,61589.3,258.48,239.52,East,4
INV10183,2022-01-08 15:00:00,CUST1043,Savings,Interest,26474.24,86234.74,90.15,282.29,West,1
INV11520,2022-03-05 08:00:00,CUST1065,Credit,Fee,12670.11,46193.98,106.51,141.21,South,4
INV10121,2022-01-06 01:00:00,CUST1032,Credit,Interest,5313.53,78945.45,66.28,128.68,,
INV12204,2022-04-02 20:00:00,CUST1078,Credit,Fee,5533.08,73464.93,198.76,253.53,South,2
INV11196,2022-02-19 20:00:00,CUST1014,,,36624.75,80709.24,80.18,20.4,,1
INV11480,2022-03-03 16:00:00,CUST1016,Checking,Deposit,37889.17,56947.46,99.37,44.14,North,2
INV10888,2022-02-07 00:00:00,CUST1073,Savings,Interest,45722.94,32589.6,185.08,264.87,South,5
INV10755,2022-02-01 11:00:00,CUST1035,Savings,Deposit,16814.65,62352.42,447.79,13.96,South,
INV11674,2022-03-11 18:00:00,CUST1042,Credit,Withdrawal,47812.74,35689.68,79.19,190.8,East,
INV10013,2022-01-01 13:00:00,CUST1002,Investment,Interest,42889.63,13174.55,469.45,57.31,South,
INV12400,2022-04-11 00:00:00,CUST1088,Investment,Deposit,28129.98,34607.48,316.33,95.57,North,4
INV10201,2022-01-09 09:00:00,CUST1061,Credit,Deposit,33619.62,94788.91,379.32,111.57,North,3
INV10302,2022-01-13 14:00:00,CUST1019,Checking,Interest,3674.56,42989.2,456.1,83.57,North,5
INV10529,2022-01-23 01:00:00,CUST1051,Savings,Withdrawal,41274.66,51042.26,6.91,66.1,,2
INV11418,2022-03-01 02:00:00,CUST1019,,Fee,39532.24,94018.18,57.66,51.79,West,4
INV12760,2022-04-26 00:00:00,CUST1062,Credit,,32279.12,40153.78,468.96,93.41,South,5
INV11568,2022-03-07 08:00:00,CUST1025,Investment,Fee,40520.12,63409.83,393.15,65.4,,1
INV11319,2022-02-24 23:00:00,CUST1012,Credit,,42551.68,9507.55,90.12,51.06,North,4
INV10538,2022-01-23 10:00:00,CUST1015,Checking,Fee,31424.86,92251.32,455.24,229.64,West,1
INV12520,2022-04-16 00:00:00,CUST1031,Credit,Interest,7711.54,60553.71,73.32,217.97,North,4
INV10347,2022-01-15 11:00:00,CUST1007,Checking,Fee,21834.72,60892.61,332.78,283.86,,3
INV11022,2022-02-12 14:00:00,CUST1093,Credit,Fee,36351.63,14596.56,52.21,7.32,South,1
INV11191,2022-02-19 15:00:00,CUST1046,Savings,Withdrawal,14622.23,64793.8,243.51,69.24,East,2
INV11967,2022-03-23 23:00:00,CUST1037,Checking,,44084.91,74883.58,39.38,51.19,West,2
INV11829,2022-03-18 05:00:00,CUST1087,Checking,Fee,16773.1,30229.5,414.3,252.68,,5
INV10434,2022-01-19 02:00:00,CUST1031,Investment,Fee,15316.73,48077.37,469.01,69.98,West,1
INV10833,2022-02-04 17:00:00,CUST1064,Credit,Interest,30191.18,21205.25,347.75,165.15,South,
INV11887,2022-03-20 15:00:00,CUST1028,Credit,Withdrawal,41165.2,5573.25,199.98,85.27,North,5
INV10754,2022-02-01 10:00:00,CUST1091,Savings,Fee,14577.84,43660.55,430.22,43.94,South,5
INV10356,2022-01-15 20:00:00,CUST1096,Checking,Fee,982.12,19298.06,69.85,36.96,North,
INV10400,2022-01-17 16:00:00,CUST1065,Credit,Interest,15558.72,66928.48,372.32,8.67,South,3
INV11352,2022-02-26 08:00:00,CUST1031,Savings,Fee,41015.64,30150.54,310.86,80.71,South,4
INV11364,2022-02-26 20:00:00,CUST1092,Savings,,47572.62,6211.06,53.33,112.64,,1
INV12272,2022-04-05 16:00:00,CUST1045,Investment,Fee,34414.78,41237.6,366.31,124.73,,5
INV11284,2022-02-23 12:00:00,CUST1033,,Fee,36774.48,58851.71,275.85,126.0,North,3
INV10852,2022-02-05 12:00:00,CUST1016,Checking,Deposit,13747.14,39245.12,170.34,169.1,North,5
INV11511,2022-03-04 23:00:00,CUST1035,Checking,Deposit,48772.77,84213.31,347.75,272.88,West,4
INV11580,2022-03-07 20:00:00,CUST1006,Credit,Fee,41511.33,30729.25,13.84,219.34,,4
INV12315,2022-04-07 11:00:00,CUST1088,Savings,Interest,14082.67,95774.64,414.96,221.56,South,
INV11410,2022-02-28 18:00:00,CUST1046,Checking,Interest,5401.58,64195.57,41.4,25.9,South,
INV12410,2022-04-11 10:00:00,CUST1062,Credit,Interest,35961.71,22721.73,180.29,78.54,East,
INV11536,2022-03-06 00:00:00,CUST1093,Investment,,35810.28,98309.74,262.53,84.49,East,3
INV10295,2022-01-13 07:00:00,CUST1031,Savings,,784.76,70380.46,401.09,70.73,West,4
INV11450,2022-03-02 10:00:00,CUST1086,Checking,,984.94,58075.19,38.76,173.74,East,
INV10267,2022-01-12 03:00:00,CUST1095,Checking,Withdrawal,17641.03,43946.98,156.58,282.15,South,
INV10321,2022-01-14 09:00:00,CUST1034,Investment,,49840.42,31188.24,68.9,132.62,,1
INV10006,2022-01-01 06:00:00,CUST1082,Investment,Interest,44443.87,51912.01,464.75,276.55,North,5
INV12743,2022-04-25 07:00:00,CUST1057,,Fee,49508.89,87126.7,116.55,72.69,North,3
INV11043,2022-02-13 11:00:00,CUST1078,Credit,Deposit,27978.17,4601.45,172.77,269.88,East,2
INV11582,2022-03-07 22:00:00,CUST1078,Checking,Withdrawal,34916.65,30948.32,198.76,13.06,North,3
INV11213,2022-02-20 13:00:00,CUST1068,,Withdrawal,4761.06,23085.58,340.03,131.9,North,5
INV12905,2022-05-02 01:00:00,CUST1020,,Interest,13945.0,64324.11,194.58,15.03,East,1
INV10499,2022-01-21 19:00:00,CUST1066,Credit,Fee,39083.96,97651.35,39.74,267.05,,
INV12618,2022-04-20 02:00:00,CUST1029,Checking,Deposit,6896.77,17905.62,336.88,174.33,,3
INV11552,2022-03-06 16:00:00,CUST1087,Credit,Interest,24011.51,63689.38,345.19,55.95,North,3
INV12948,2022-05-03 20:00:00,CUST1024,Savings,Withdrawal,30016.65,53584.56,313.04,84.62,South,1
INV12645,2022-04-21 05:00:00,CUST1094,Checking,Deposit,5682.55,43226.57,205.34,128.59,East,
INV12343,2022-04-08 15:00:00,CUST1025,Checking,,14788.96,1830.86,54.39,282.22,West,2
INV12773,2022-04-26 13:00:00,CUST1037,Investment,,25168.16,58219.88,9.1,255.84,South,1
INV12540,2022-04-16 20:00:00,CUST1007,Checking,Fee,37872.54,32334.55,33.13,228.01,West,2
INV11824,2022-03-18 00:00:00,CUST1016,Credit,Fee,33088.05,33973.51,182.7,132.04,East,3
INV10756,2022-02-01 12:00:00,CUST1089,Savings,Fee,15430.38,84071.28,275.5,226.57,West,2
INV12355,2022-04-09 03:00:00,CUST1047,,Withdrawal,13319.01,6919.76,326.41,52.15,East,2
INV10047,2022-01-02 23:00:00,CUST1020,Credit,Withdrawal,3234.39,65740.81,169.27,182.77,South,2
INV10866,2022-02-06 02:00:00,CUST1097,Checking,Interest,36007.88,89448.87,142.96,249.32,North,5
INV12876,2022-04-30 20:00:00,CUST1097,Savings,Interest,11240.79,39148.5,326.41,274.52,,4
INV11140,2022-02-17 12:00:00,CUST1071,Savings,Deposit,28553.87,10553.32,96.06,68.66,North,5
INV12823,2022-04-28 15:00:00,CUST1004,Investment,Interest,3575.44,5043.55,402.55,263.11,,
INV12504,2022-04-15 08:00:00,CUST1035,Checking,,31730.4,33163.19,155.6,215.35,North,5
INV11173,2022-02-18 21:00:00,CUST1035,Investment,Fee,24095.35,73187.63,292.26,223.68,East,
INV10559,2022-01-24 07:00:00,CUST1039,Credit,,3595.87,4217.68,276.67,191.97,,5
INV12868,2022-04-30 12:00:00,CUST1001,Investment,,7679.34,90698.95,193.74,55.35,South,
INV11812,2022-03-17 12:00:00,CUST1099,Credit,Fee,19589.86,57693.93,485.08,19.14,East,5
INV12447,2022-04-12 23:00:00,CUST1018,Credit,Interest,16682.28,24727.48,173.76,219.64,,4
INV12651,2022-04-21 11:00:00,CUST1002,Savings,Interest,40453.54,81173.55,276.59,221.11,,5
INV10701,2022-01-30 05:00:00,CUST1091,,Deposit,14950.17,38341.0,116.07,116.09,,4
INV12484,2022-04-14 12:00:00,CUST1034,Savings,Withdrawal,20666.04,96950.33,472.13,8.15,,2
INV11225,2022-02-21 01:00:00,CUST1089,,Deposit,28167.16,24355.87,236.78,182.08,West,5
INV10035,2022-01-02 11:00:00,CUST1079,Savings,Deposit,5718.05,64779.95,384.27,98.66,South,4
INV11939,2022-03-22 19:00:00,CUST1016,,,22043.88,42989.18,404.79,198.98,East,3
INV11545,2022-03-06 09:00:00,CUST1073,Credit,Interest,24889.42,82125.12,190.47,32.24,North,4
INV10049,2022-01-03 01:00:00,CUST1038,Credit,Interest,27206.06,35605.0,51.87,128.72,,5
INV10008,2022-01-01 08:00:00,CUST1074,Investment,Withdrawal,1767.5,26137.28,146.02,223.68,,2
INV10900,2022-02-07 12:00:00,CUST1022,Checking,Fee,31930.8,39781.01,270.41,283.01,South,3
INV11129,2022-02-17 01:00:00,CUST1004,,Interest,42124.42,9806.75,270.16,71.15,,2
INV10854,2022-02-05 14:00:00,CUST1022,Checking,Withdrawal,4712.05,25229.4,158.37,279.46,East,5
INV11256,2022-02-22 08:00:00,CUST1086,,Withdrawal,12968.17,41214.42,105.93,153.54,East,4
INV11096,2022-02-15 16:00:00,CUST1014,,Interest,30758.41,35702.6,54.39,139.88,North,2
